plume_id,lat,lon,plume_time,S5p_path,s5p_minus90_path,s5p_minus360_path,proc_0,proc_90,proc_360,need_offsets,in_triplet
emi20230613t111348p07023-A,36.54982180039818,61.56436937513524,2023-06-13T11:13:48+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20230613T074836_20230613T093005_29353_03_020500_20230614T235051.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20230315T072711_20230315T090841_28076_03_020500_20230318T002928.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20220618T083625_20220618T101755_24246_03_020400_20230130T201745.nc,OFFL,OFFL,RPRO,360,False
emi20230613t111348p07023-B,36.50259188637841,61.65891090967838,2023-06-13T11:13:48+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20230614T072933_20230614T091103_29367_03_020500_20230615T234358.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20230315T072711_20230315T090841_28076_03_020500_20230318T002928.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20220618T083625_20220618T101755_24246_03_020400_20230130T201745.nc,OFFL,OFFL,RPRO,360,False
emi20230613t111348p07023-C,36.50144943318468,61.64816756443608,2023-06-13T11:13:48+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20230614T072933_20230614T091103_29367_03_020500_20230615T234358.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20230315T072711_20230315T090841_28076_03_020500_20230318T002928.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20220618T083625_20220618T101755_24246_03_020400_20230130T201745.nc,OFFL,OFFL,RPRO,360,False
emi20230613t111348p07023-D,36.42688957823994,61.4777149331189,2023-06-13T11:13:48+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20230613T074836_20230613T093005_29353_03_020500_20230614T235051.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20230315T072711_20230315T090841_28076_03_020500_20230318T002928.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20220618T083625_20220618T101755_24246_03_020400_20230130T201745.nc,OFFL,OFFL,RPRO,360,False
emi20230613t111348p07023-E,36.43398053908344,61.48692626452223,2023-06-13T11:13:48+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20230613T074836_20230613T093005_29353_03_020500_20230614T235051.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20230315T072711_20230315T090841_28076_03_020500_20230318T002928.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20220618T083625_20220618T101755_24246_03_020400_20230130T201745.nc,OFFL,OFFL,RPRO,360,False
emi20230613t111348p07023-F,36.42027902053519,61.55114084349637,2023-06-13T11:13:48+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20230613T074836_20230613T093005_29353_03_020500_20230614T235051.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20230315T072711_20230315T090841_28076_03_020500_20230318T002928.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20220618T083625_20220618T101755_24246_03_020400_20230130T201745.nc,OFFL,OFFL,RPRO,360,False
emi20230613t111348p07023-G,36.59741750053364,61.60498640285343,2023-06-13T11:13:48+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20230614T072933_20230614T091103_29367_03_020500_20230615T234358.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20230315T072711_20230315T090841_28076_03_020500_20230318T002928.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20220618T083625_20220618T101755_24246_03_020400_20230130T201745.nc,OFFL,OFFL,RPRO,360,False
emi20230613t111348p07023-H,36.47266455317191,61.45685302109538,2023-06-13T11:13:48+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20230613T074836_20230613T093005_29353_03_020500_20230614T235051.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20230315T072711_20230315T090841_28076_03_020500_20230318T002928.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20220618T083625_20220618T101755_24246_03_020400_20230130T201745.nc,OFFL,OFFL,RPRO,360,False
emi20230613t111348p07023-I,36.39254307421865,61.36348946390237,2023-06-13T11:13:48+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20230613T074836_20230613T093005_29353_03_020500_20230614T235051.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20230315T072711_20230315T090841_28076_03_020500_20230318T002928.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20220618T083625_20220618T101755_24246_03_020400_20230130T201745.nc,OFFL,OFFL,RPRO,360,False
emi20230614t102403p07024-A,40.79930561808254,61.29304636184773,2023-06-14T10:24:03+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20230614T072933_20230614T091103_29367_03_020500_20230615T234358.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20230316T084948_20230316T103118_28091_03_020500_20230318T184737.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20220619T081723_20220619T095853_24260_03_020400_20230130T211612.nc,OFFL,OFFL,RPRO,360,False
emi20230614t102415p07025-D,39.97651157322642,61.684447940071294,2023-06-14T10:24:15+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20230614T072933_20230614T091103_29367_03_020500_20230615T234358.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20230316T084948_20230316T103118_28091_03_020500_20230318T184737.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20220619T081723_20220619T095853_24260_03_020400_20230130T211612.nc,OFFL,OFFL,RPRO,360,False
emi20230614t102439p07027-A,39.26754052713579,64.09436540884585,2023-06-14T10:24:39+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20230614T072933_20230614T091103_29367_03_020500_20230615T234358.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20230316T070817_20230316T084948_28090_03_020500_20230318T175325.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20220619T081723_20220619T095853_24260_03_020400_20230130T211612.nc,OFFL,OFFL,RPRO,360,False
emi20230614t102451p07028-A,38.66220206294631,64.77448170923554,2023-06-14T10:24:51+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20230614T072933_20230614T091103_29367_03_020500_20230615T234358.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20230316T070817_20230316T084948_28090_03_020500_20230318T175325.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20220619T081723_20220619T095853_24260_03_020400_20230130T211612.nc,OFFL,OFFL,RPRO,360,False
emi20230614t102451p07028-B,38.73406639838012,64.61727490054352,2023-06-14T10:24:51+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20230614T072933_20230614T091103_29367_03_020500_20230615T234358.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20230316T070817_20230316T084948_28090_03_020500_20230318T175325.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20220619T081723_20220619T095853_24260_03_020400_20230130T211612.nc,OFFL,OFFL,RPRO,360,False
emi20230614t102451p07028-C,38.78728096648789,64.62058244971499,2023-06-14T10:24:51+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20230614T072933_20230614T091103_29367_03_020500_20230615T234358.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20230316T070817_20230316T084948_28090_03_020500_20230318T175325.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20220619T081723_20220619T095853_24260_03_020400_20230130T211612.nc,OFFL,OFFL,RPRO,360,False
emi20230617t093336p06023-A,39.5565339010887,57.7554796553454,2023-06-17T09:33:36+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20230617T081356_20230617T095526_29410_03_020500_20230619T002041.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20230319T075311_20230319T093442_28133_03_020500_20230321T001129.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20220622T090149_20220622T104319_24303_03_020400_20230130T231315.nc,OFFL,OFFL,RPRO,360,False
emi20230617t110818p07015-A,35.046408520566345,40.6918154999006,2023-06-17T11:08:18+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20230617T095526_20230617T113656_29411_03_020500_20230619T020923.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20230319T093442_20230319T111612_28134_03_020500_20230321T014722.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20220622T090149_20220622T104319_24303_03_020400_20230130T231315.nc,OFFL,OFFL,RPRO,360,False
emi20230617t110830p07016-A,34.89388911639321,41.1391282891546,2023-06-17T11:08:30+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20230617T095526_20230617T113656_29411_03_020500_20230619T020923.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20230319T093442_20230319T111612_28134_03_020500_20230321T014722.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20220622T090149_20220622T104319_24303_03_020400_20230130T231315.nc,OFFL,OFFL,RPRO,360,False
emi20230617t111040p07027-B,29.15876553277036,47.91743212999751,2023-06-17T11:10:40+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20230617T095526_20230617T113656_29411_03_020500_20230619T020923.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20230319T093442_20230319T111612_28134_03_020500_20230321T014722.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20220622T090149_20220622T104319_24303_03_020400_20230130T231315.nc,OFFL,OFFL,RPRO,360,False
emi20230620t070646p05006-A,48.23372560154269,57.3529200148885,2023-06-20T07:06:46+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20230620T085818_20230620T103947_29453_03_020500_20230622T011350.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20230321T085657_20230321T103828_28162_03_020500_20230323T010503.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20220624T215544_20220624T233714_24339_03_020400_20230131T015147.nc,OFFL,OFFL,RPRO,360,False
emi20230620t084414p06010-A,39.4466108174349,53.59746392636748,2023-06-20T08:44:14+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20230620T085818_20230620T103947_29453_03_020500_20230622T011350.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20230321T085657_20230321T103828_28162_03_020500_20230323T010503.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20220625T080443_20220625T094613_24345_03_020400_20230131T020831.nc,OFFL,OFFL,RPRO,360,False
emi20230620t084414p06010-I,39.37616499573852,53.83722617215111,2023-06-20T08:44:14+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20230619T091721_20230619T105850_29439_03_020500_20230621T013641.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20230321T085657_20230321T103828_28162_03_020500_20230323T010503.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20220625T080443_20220625T094613_24345_03_020400_20230131T020831.nc,OFFL,OFFL,RPRO,360,False
emi20230620t084414p06010-J,39.37462114803341,53.830805808244094,2023-06-20T08:44:14+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20230619T091721_20230619T105850_29439_03_020500_20230621T013641.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20230321T085657_20230321T103828_28162_03_020500_20230323T010503.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20220625T080443_20220625T094613_24345_03_020400_20230131T020831.nc,OFFL,OFFL,RPRO,360,False
emi20230620t084414p06010-K,39.35873900586924,53.80144568636081,2023-06-20T08:44:14+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20230619T091721_20230619T105850_29439_03_020500_20230621T013641.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20230321T085657_20230321T103828_28162_03_020500_20230323T010503.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20220625T080443_20220625T094613_24345_03_020400_20230131T020831.nc,OFFL,OFFL,RPRO,360,False
emi20230620t084414p06010-M,39.33445932133915,54.020883333288765,2023-06-20T08:44:14+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20230620T085818_20230620T103947_29453_03_020500_20230622T011350.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20230321T085657_20230321T103828_28162_03_020500_20230323T010503.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20220625T080443_20220625T094613_24345_03_020400_20230131T020831.nc,OFFL,OFFL,RPRO,360,False
emi20230620t084414p06010-N,39.34778336556207,53.88655944252128,2023-06-20T08:44:14+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20230620T085818_20230620T103947_29453_03_020500_20230622T011350.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20230321T085657_20230321T103828_28162_03_020500_20230323T010503.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20220625T080443_20220625T094613_24345_03_020400_20230131T020831.nc,OFFL,OFFL,RPRO,360,False
emi20230620t084414p06010-O,39.360111315694525,53.76596631735987,2023-06-20T08:44:14+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20230620T085818_20230620T103947_29453_03_020500_20230622T011350.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20230321T085657_20230321T103828_28162_03_020500_20230323T010503.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20220625T080443_20220625T094613_24345_03_020400_20230131T020831.nc,OFFL,OFFL,RPRO,360,False
emi20230620t084426p06011-A,38.85444515330681,54.23584317871956,2023-06-20T08:44:26+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20230620T085818_20230620T103947_29453_03_020500_20230622T011350.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20230321T085657_20230321T103828_28162_03_020500_20230323T010503.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20220625T080443_20220625T094613_24345_03_020400_20230131T020831.nc,OFFL,OFFL,RPRO,360,False
emi20230620t084426p06011-B,38.679902350055016,54.31626986081508,2023-06-20T08:44:26+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20230620T085818_20230620T103947_29453_03_020500_20230622T011350.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20230321T085657_20230321T103828_28162_03_020500_20230323T010503.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20220625T080443_20220625T094613_24345_03_020400_20230131T020831.nc,OFFL,OFFL,RPRO,360,False
emi20230620t084426p06011-C,38.64848230643068,54.280984891878575,2023-06-20T08:44:26+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20230620T085818_20230620T103947_29453_03_020500_20230622T011350.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20230321T085657_20230321T103828_28162_03_020500_20230323T010503.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20220625T080443_20220625T094613_24345_03_020400_20230131T020831.nc,OFFL,OFFL,RPRO,360,False
emi20230620t084426p06011-D,38.55680297669167,54.20038567715548,2023-06-20T08:44:26+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20230620T085818_20230620T103947_29453_03_020500_20230622T011350.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20230321T085657_20230321T103828_28162_03_020500_20230323T010503.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20220625T080443_20220625T094613_24345_03_020400_20230131T020831.nc,OFFL,OFFL,RPRO,360,False
emi20230620t193708p13025-C,31.11494188250335,-101.27923517819286,2023-06-20T19:37:08+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20230620T190716_20230620T204846_29459_03_020500_20230622T111704.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20230322T184708_20230322T202838_28182_03_020500_20230324T105724.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20220625T181342_20220625T195512_24351_03_020400_20230131T022516.nc,OFFL,OFFL,RPRO,360,False
emi20230621t045055p03025-A,39.53282462587214,106.5092438730374,2023-06-21T04:50:55+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20230621T051615_20230621T065745_29465_03_020500_20230622T211448.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20230322T051503_20230322T065634_28174_03_020500_20230323T213534.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20220626T042241_20220626T060411_24357_03_020400_20230131T025020.nc,OFFL,OFFL,RPRO,360,False
emi20230621t045119p03027-A,38.38549983185388,108.33624363401292,2023-06-21T04:51:19+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20230621T051615_20230621T065745_29465_03_020500_20230622T211448.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20230322T051503_20230322T065634_28174_03_020500_20230323T213534.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20220626T042241_20220626T060411_24357_03_020400_20230131T025020.nc,OFFL,OFFL,RPRO,360,False
emi20230621t045131p03028-C,38.31904592487166,108.92619562191982,2023-06-21T04:51:31+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20230621T051615_20230621T065745_29465_03_020500_20230622T211448.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20230322T051503_20230322T065634_28174_03_020500_20230323T213534.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20220626T042241_20220626T060411_24357_03_020400_20230131T025020.nc,OFFL,OFFL,RPRO,360,False
emi20230621t075449p05012-A,43.55028269528506,52.39660140524984,2023-06-21T07:54:49+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20230621T083914_20230621T102044_29467_03_020500_20230623T005318.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20230322T083805_20230322T101935_28176_03_020500_20230324T003736.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20220625T080443_20220625T094613_24345_03_020400_20230131T020831.nc,OFFL,OFFL,RPRO,360,False
emi20230622t070832p05021-A,40.21672427315562,63.4687120032666,2023-06-22T07:08:32+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20230622T082011_20230622T100141_29481_03_020500_20230624T003109.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20230323T081912_20230323T100043_28190_03_020500_20230325T001405.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20220626T074541_20220626T092711_24359_03_020400_20230131T025840.nc,OFFL,OFFL,RPRO,360,False
emi20230622t070832p05021-B,40.21131913754934,63.50125680378903,2023-06-22T07:08:32+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20230622T082011_20230622T100141_29481_03_020500_20230624T003109.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20230323T081912_20230323T100043_28190_03_020500_20230325T001405.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20220626T074541_20220626T092711_24359_03_020400_20230131T025840.nc,OFFL,OFFL,RPRO,360,False
