plume_id,plume_time,lat,lon,s5p_minus360_path,s5p_minus90_path,S5p_path,proc_0,proc_90,proc_360,nearest_iy,nearest_ix,pos_centers,ch4_var
tan20250808t183247c56s4001-A,2025-08-08T18:32:47+00,31.426241845003275,-103.1608800763516,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20240812T194632_20240812T212802_35404_03_020600_20240815T110244.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20250509T184531_20250509T202701_39234_03_020800_20250511T161422.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20250808T184021_20250808T202151_40525_03_020800_20250810T110926.nc,OFFL,OFFL,OFFL,2367,32,"2367,32;2366,32;2367,31;2367,33;2368,32;2366,31;2366,33;2368,31",methane_mixing_ratio_bias_corrected
tan20250808t183247c56s4001-B,2025-08-08T18:32:47+00,31.29369901488826,-103.11294176301244,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20240812T194632_20240812T212802_35404_03_020600_20240815T110244.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20250509T184531_20250509T202701_39234_03_020800_20250511T161422.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20250808T184021_20250808T202151_40525_03_020800_20250810T110926.nc,OFFL,OFFL,OFFL,2364,32,"2364,32;2363,32;2364,31;2364,33;2365,32;2363,31;2363,33;2365,31",methane_mixing_ratio_bias_corrected
tan20250808t183247c56s4001-C,2025-08-08T18:32:47+00,31.27504309775118,-103.09486885373217,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20240812T194632_20240812T212802_35404_03_020600_20240815T110244.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20250509T184531_20250509T202701_39234_03_020800_20250511T161422.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20250808T184021_20250808T202151_40525_03_020800_20250810T110926.nc,OFFL,OFFL,OFFL,2364,32,"2364,32;2363,32;2364,31;2364,33;2365,32;2363,31;2363,33;2365,31",methane_mixing_ratio_bias_corrected
tan20250808t183247c56s4001-D,2025-08-08T18:32:47+00,31.33888149450616,-103.16756312370777,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20240812T194632_20240812T212802_35404_03_020600_20240815T110244.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20250509T184531_20250509T202701_39234_03_020800_20250511T161422.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20250809T182116_20250809T200245_40539_03_020800_20250811T104441.nc,OFFL,OFFL,OFFL,2408,8,"2408,8;2407,8;2408,9;2409,8;2407,9;2409,9",methane_mixing_ratio_bias_corrected
tan20250808t183247c56s4001-E,2025-08-08T18:32:47+00,31.284856245988053,-103.19750317599122,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20240812T194632_20240812T212802_35404_03_020600_20240815T110244.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20250509T184531_20250509T202701_39234_03_020800_20250511T161422.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20250809T182116_20250809T200245_40539_03_020800_20250811T104441.nc,OFFL,OFFL,OFFL,2407,8,"2407,8;2406,8;2407,9;2408,8;2406,9;2408,9",methane_mixing_ratio_bias_corrected
tan20250808t183247c56s4001-G,2025-08-08T18:32:47+00,31.31231380447504,-103.22235195571795,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20240812T194632_20240812T212802_35404_03_020600_20240815T110244.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20250509T184531_20250509T202701_39234_03_020800_20250511T161422.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20250809T182116_20250809T200245_40539_03_020800_20250811T104441.nc,OFFL,OFFL,OFFL,2408,8,"2408,8;2407,8;2408,9;2409,8;2407,9;2409,9",methane_mixing_ratio_bias_corrected
tan20250808t183247c56s4001-H,2025-08-08T18:32:47+00,31.31148012601584,-103.22294672733724,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20240812T194632_20240812T212802_35404_03_020600_20240815T110244.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20250509T184531_20250509T202701_39234_03_020800_20250511T161422.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20250809T182116_20250809T200245_40539_03_020800_20250811T104441.nc,OFFL,OFFL,OFFL,2408,8,"2408,8;2407,8;2408,9;2409,8;2407,9;2409,9",methane_mixing_ratio_bias_corrected
tan20250808t183247c56s4001-I,2025-08-08T18:32:47+00,31.31010765923665,-103.22346479040908,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20240812T194632_20240812T212802_35404_03_020600_20240815T110244.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20250509T184531_20250509T202701_39234_03_020800_20250511T161422.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20250809T182116_20250809T200245_40539_03_020800_20250811T104441.nc,OFFL,OFFL,OFFL,2408,8,"2408,8;2407,8;2408,9;2409,8;2407,9;2409,9",methane_mixing_ratio_bias_corrected
tan20250808t183247c56s4001-J,2025-08-08T18:32:47+00,31.33945898974112,-103.20668927193864,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20240812T194632_20240812T212802_35404_03_020600_20240815T110244.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20250509T184531_20250509T202701_39234_03_020800_20250511T161422.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20250809T182116_20250809T200245_40539_03_020800_20250811T104441.nc,OFFL,OFFL,OFFL,2408,8,"2408,8;2407,8;2408,9;2409,8;2407,9;2409,9",methane_mixing_ratio_bias_corrected
tan20250808t183247c56s4001-K,2025-08-08T18:32:47+00,31.185367506343127,-103.2042090946934,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20240812T194632_20240812T212802_35404_03_020600_20240815T110244.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20250509T184531_20250509T202701_39234_03_020800_20250511T161422.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20250808T184021_20250808T202151_40525_03_020800_20250810T110926.nc,OFFL,OFFL,OFFL,2363,31,"2363,31;2362,31;2363,30;2363,32;2364,31;2362,30;2362,32;2364,30",methane_mixing_ratio_bias_corrected
tan20250808t183247c56s4001-L,2025-08-08T18:32:47+00,31.304464605577408,-103.14088910532128,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20240812T194632_20240812T212802_35404_03_020600_20240815T110244.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20250509T184531_20250509T202701_39234_03_020800_20250511T161422.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20250808T184021_20250808T202151_40525_03_020800_20250810T110926.nc,OFFL,OFFL,OFFL,2365,32,"2365,32;2364,32;2365,31;2365,33;2366,32;2364,31;2364,33;2366,31",methane_mixing_ratio_bias_corrected
tan20250808t183247c56s4001-M,2025-08-08T18:32:47+00,31.293003429489048,-103.15527551404064,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20240812T194632_20240812T212802_35404_03_020600_20240815T110244.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20250509T184531_20250509T202701_39234_03_020800_20250511T161422.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20250809T182116_20250809T200245_40539_03_020800_20250811T104441.nc,OFFL,OFFL,OFFL,2407,8,"2407,8;2406,8;2407,9;2408,8;2406,9;2408,9",methane_mixing_ratio_bias_corrected
tan20250808t183247c56s4001-N,2025-08-08T18:32:47+00,31.43262753073969,-103.21865607911442,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20240812T194632_20240812T212802_35404_03_020600_20240815T110244.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20250509T184531_20250509T202701_39234_03_020800_20250511T161422.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20250809T182116_20250809T200245_40539_03_020800_20250811T104441.nc,OFFL,OFFL,OFFL,2410,8,"2410,8;2409,8;2410,9;2411,8;2409,9;2411,9",methane_mixing_ratio_bias_corrected
tan20250808t183247c56s4001-O,2025-08-08T18:32:47+00,31.29158775364017,-103.238340833534,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20240812T194632_20240812T212802_35404_03_020600_20240815T110244.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20250509T184531_20250509T202701_39234_03_020800_20250511T161422.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20250808T184021_20250808T202151_40525_03_020800_20250810T110926.nc,OFFL,OFFL,OFFL,2365,31,"2365,31;2364,31;2365,30;2365,32;2366,31;2364,30;2364,32;2366,30",methane_mixing_ratio_bias_corrected
tan20250808t183247c56s4001-Q,2025-08-08T18:32:47+00,31.29193578745125,-103.1562232948267,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20240812T194632_20240812T212802_35404_03_020600_20240815T110244.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20250509T184531_20250509T202701_39234_03_020800_20250511T161422.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20250809T182116_20250809T200245_40539_03_020800_20250811T104441.nc,OFFL,OFFL,OFFL,2407,8,"2407,8;2406,8;2407,9;2408,8;2406,9;2408,9",methane_mixing_ratio_bias_corrected
tan20250809t192519c71s4001-A,2025-08-09T19:25:19+00,35.3726165383578,-119.07856321019044,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20240813T192725_20240813T210854_35418_03_020600_20240816T021111.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20250510T200805_20250510T214936_39249_03_020800_20250512T122712.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20250809T200245_20250809T214415_40540_03_020800_20250811T122444.nc,OFFL,OFFL,OFFL,2417,90,"2417,90;2416,90;2417,89;2417,91;2418,90;2416,89;2416,91;2418,89",methane_mixing_ratio_bias_corrected
tan20250810t075114c88s4001-A,2025-08-10T07:51:14+00,39.55605060958942,57.75591840858041,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20240814T085920_20240814T104050_35426_03_020600_20240816T104819.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20250511T075838_20250511T094008_39256_03_020800_20250513T000523.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20250810T075312_20250810T093442_40547_03_020800_20250812T000844.nc,OFFL,OFFL,OFFL,2528,50,"2528,50;2527,50;2528,49;2528,51;2529,50;2527,49;2527,51;2529,49",methane_mixing_ratio_bias_corrected
tan20250810t075114c88s4001-B,2025-08-10T07:51:14+00,39.55601089296943,57.770886071754745,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20240814T085920_20240814T104050_35426_03_020600_20240816T104819.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20250511T075838_20250511T094008_39256_03_020800_20250513T000523.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20250810T075312_20250810T093442_40547_03_020800_20250812T000844.nc,OFFL,OFFL,OFFL,2528,50,"2528,50;2527,50;2528,49;2528,51;2529,50;2527,49;2527,51;2529,49",methane_mixing_ratio_bias_corrected
tan20250810t075114c88s4001-C,2025-08-10T07:51:14+00,39.56375020780135,57.77175641991551,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20240814T085920_20240814T104050_35426_03_020600_20240816T104819.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20250511T075838_20250511T094008_39256_03_020800_20250513T000523.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20250810T075312_20250810T093442_40547_03_020800_20250812T000844.nc,OFFL,OFFL,OFFL,2528,50,"2528,50;2527,50;2528,49;2528,51;2529,50;2527,49;2527,51;2529,49",methane_mixing_ratio_bias_corrected
tan20250810t075114c88s4001-D,2025-08-10T07:51:14+00,39.563382487193735,57.759751123354846,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20240814T085920_20240814T104050_35426_03_020600_20240816T104819.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20250511T075838_20250511T094008_39256_03_020800_20250513T000523.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20250810T075312_20250810T093442_40547_03_020800_20250812T000844.nc,OFFL,OFFL,OFFL,2528,50,"2528,50;2527,50;2528,49;2528,51;2529,50;2527,49;2527,51;2529,49",methane_mixing_ratio_bias_corrected
tan20250810t075114c88s4001-E,2025-08-10T07:51:14+00,39.56740363185028,57.75527778259939,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20240814T085920_20240814T104050_35426_03_020600_20240816T104819.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20250511T075838_20250511T094008_39256_03_020800_20250513T000523.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20250810T075312_20250810T093442_40547_03_020800_20250812T000844.nc,OFFL,OFFL,OFFL,2528,50,"2528,50;2527,50;2528,49;2528,51;2529,50;2527,49;2527,51;2529,49",methane_mixing_ratio_bias_corrected
tan20250810t075114c88s4001-F,2025-08-10T07:51:14+00,39.53901764048524,57.77181119402925,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20240814T085920_20240814T104050_35426_03_020600_20240816T104819.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20250511T075838_20250511T094008_39256_03_020800_20250513T000523.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20250810T075312_20250810T093442_40547_03_020800_20250812T000844.nc,OFFL,OFFL,OFFL,2527,50,"2527,50;2526,50;2527,49;2527,51;2528,50;2526,49;2526,51;2528,49",methane_mixing_ratio_bias_corrected
tan20250810t075511c58s4001-A,2025-08-10T07:55:11+00,24.91430366559824,51.548470813316015,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20240814T085920_20240814T104050_35426_03_020600_20240816T104819.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20250511T094008_20250511T112138_39257_03_020800_20250513T015349.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20250810T093442_20250810T111611_40548_03_020800_20250812T015833.nc,OFFL,OFFL,OFFL,2183,199,"2183,199;2182,199;2183,198;2184,199;2182,198;2184,198",methane_mixing_ratio_bias_corrected
tan20250810t075511c58s4001-B,2025-08-10T07:55:11+00,24.921237829799622,51.55618777928282,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20240814T085920_20240814T104050_35426_03_020600_20240816T104819.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20250511T094008_20250511T112138_39257_03_020800_20250513T015349.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20250810T093442_20250810T111611_40548_03_020800_20250812T015833.nc,OFFL,OFFL,OFFL,2183,199,"2183,199;2182,199;2183,198;2184,199;2182,198;2184,198",methane_mixing_ratio_bias_corrected
tan20250810t075511c58s4001-C,2025-08-10T07:55:11+00,24.927936766740828,51.56719197322138,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20240814T085920_20240814T104050_35426_03_020600_20240816T104819.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20250511T094008_20250511T112138_39257_03_020800_20250513T015349.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20250810T093442_20250810T111611_40548_03_020800_20250812T015833.nc,OFFL,OFFL,OFFL,2184,199,"2184,199;2183,199;2184,198;2185,199;2183,198;2185,198;2185,200",methane_mixing_ratio_bias_corrected
tan20250810t075511c58s4001-I,2025-08-10T07:55:11+00,25.02272104157099,51.45106138803823,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20240814T085920_20240814T104050_35426_03_020600_20240816T104819.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20250511T094008_20250511T112138_39257_03_020800_20250513T015349.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20250810T093442_20250810T111611_40548_03_020800_20250812T015833.nc,OFFL,OFFL,OFFL,2186,199,"2186,199;2185,199;2186,198;2186,200;2187,199;2185,198;2185,200;2187,198",methane_mixing_ratio_bias_corrected
tan20250810t141739c80s4001-A,2025-08-10T14:17:39+00,-10.360331358526224,-48.23962086949123,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20240814T154518_20240814T172647_35430_03_020600_20240816T162213.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20250511T162609_20250511T180739_39261_03_020800_20250513T085758.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20250810T162040_20250810T180210_40552_03_020800_20250812T083804.nc,OFFL,OFFL,OFFL,1477,147,"1477,146;1476,146;1478,146",methane_mixing_ratio_bias_corrected
tan20250810t142021c88s4001-A,2025-08-10T14:20:21+00,-21.396819295863708,-47.95793245500113,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20240814T154518_20240814T172647_35430_03_020600_20240816T162213.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20250511T162609_20250511T180739_39261_03_020800_20250513T085758.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20250810T162040_20250810T180210_40552_03_020800_20250812T083804.nc,OFFL,OFFL,OFFL,1262,114,"1262,114;1261,114;1262,113;1262,115;1263,114;1261,113;1261,115;1263,113",methane_mixing_ratio_bias_corrected
tan20250810t184225c58s4001-C,2025-08-10T18:42:25+00,48.05150186975385,-103.2194885336607,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20240814T190817_20240814T204946_35432_03_020600_20240816T185734.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20250512T174844_20250512T193014_39276_03_020800_20250514T101000.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20250810T180210_20250810T194339_40553_03_020800_20250812T102733.nc,OFFL,OFFL,OFFL,2739,24,"2739,24;2738,24;2739,23;2739,25;2740,24;2738,23;2738,25;2740,23",methane_mixing_ratio_bias_corrected
tan20250811t040437c74s4001-D,2025-08-11T04:04:37+00,39.84449723914523,112.96391334933143,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20240815T051713_20240815T065843_35438_03_020600_20240817T003727.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20250512T041641_20250512T055811_39268_03_020800_20250513T202918.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20250811T041107_20250811T055237_40559_03_020800_20250812T201725.nc,OFFL,OFFL,OFFL,2540,48,"2540,48;2539,48;2540,47;2540,49;2541,48;2539,47;2539,49;2541,47",methane_mixing_ratio_bias_corrected
tan20250811t040437c74s4001-H,2025-08-11T04:04:37+00,39.923349637882495,112.89894408614435,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20240815T051713_20240815T065843_35438_03_020600_20240817T003727.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20250512T041641_20250512T055811_39268_03_020800_20250513T202918.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20250811T041107_20250811T055237_40559_03_020800_20250812T201725.nc,OFFL,OFFL,OFFL,2542,48,"2542,48;2541,48;2542,47;2542,49;2543,48;2541,47;2541,49;2543,47",methane_mixing_ratio_bias_corrected
tan20250811t040437c74s4001-K,2025-08-11T04:04:37+00,39.81207338690086,112.83567293798586,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20240815T051713_20240815T065843_35438_03_020600_20240817T003727.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20250512T041641_20250512T055811_39268_03_020800_20250513T202918.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20250811T041107_20250811T055237_40559_03_020800_20250812T201725.nc,OFFL,OFFL,OFFL,2540,47,"2540,47;2539,47;2540,46;2540,48;2541,47;2539,46;2539,48;2541,46",methane_mixing_ratio_bias_corrected
tan20250811t040535c13s4001-AJ,2025-08-11T04:05:35+00,35.701493053308,112.76892857228783,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20240815T051713_20240815T065843_35438_03_020600_20240817T003727.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20250512T041641_20250512T055811_39268_03_020800_20250513T202918.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20250811T041107_20250811T055237_40559_03_020800_20250812T201725.nc,OFFL,OFFL,OFFL,2466,34,"2466,34;2465,34;2466,33;2466,35;2467,34;2465,33;2465,35;2467,33",methane_mixing_ratio_bias_corrected
